,result,table,duration_in_ms,event_code,header.cycle_id,header.run_id,tag,timestamp,user_message
720,_result,0,0.0,300.0,79,RAFCON_6fe11a087d844888b527cad1140070f4,cycle,1632319275.6069703,QA_PASS
721,_result,0,0.0,200.0,80,RAFCON_6fe11a087d844888b527cad1140070f4,,1632319275.8261456,CYCLE_START
722,_result,0,0.0,300.0,80,RAFCON_6fe11a087d844888b527cad1140070f4,step_1,1632319283.8830535,QA_PASS
723,_result,0,0.0,300.0,80,RAFCON_6fe11a087d844888b527cad1140070f4,step_2,1632319285.9843807,QA_PASS
724,_result,0,0.0,102.0,80,RAFCON_6fe11a087d844888b527cad1140070f4,,1632319286.0234191,TASK_PAUSED
725,_result,0,1663.0,103.0,80,RAFCON_6fe11a087d844888b527cad1140070f4,,1632319287.6915185,TASK_RESUMED
726,_result,0,0.0,301.0,80,RAFCON_6fe11a087d844888b527cad1140070f4,step_3,1632319297.5639825,QA_FAIL
727,_result,0,0.0,201.0,80,RAFCON_6fe11a087d844888b527cad1140070f4,,1632319297.6281972,CYCLE_END
728,_result,0,21948.0,202.0,80,RAFCON_6fe11a087d844888b527cad1140070f4,,1632319297.6546323,CYCLE_TIME
729,_result,0,0.0,300.0,80,RAFCON_6fe11a087d844888b527cad1140070f4,cycle,1632319297.67881,QA_PASS
730,_result,0,0.0,200.0,81,RAFCON_6fe11a087d844888b527cad1140070f4,,1632319297.7144127,CYCLE_START
731,_result,0,0.0,300.0,81,RAFCON_6fe11a087d844888b527cad1140070f4,step_1,1632319297.830859,QA_PASS
732,_result,0,0.0,301.0,81,RAFCON_6fe11a087d844888b527cad1140070f4,step_2,1632319304.5324364,QA_FAIL
733,_result,0,0.0,102.0,81,RAFCON_6fe11a087d844888b527cad1140070f4,,1632319304.6139739,TASK_PAUSED
734,_result,0,1766.0,103.0,81,RAFCON_6fe11a087d844888b527cad1140070f4,,1632319306.373719,TASK_RESUMED
735,_result,0,0.0,301.0,81,RAFCON_6fe11a087d844888b527cad1140070f4,step_3,1632319308.750758,QA_FAIL
736,_result,0,0.0,201.0,81,RAFCON_6fe11a087d844888b527cad1140070f4,,1632319308.8038678,CYCLE_END
737,_result,0,11123.0,202.0,81,RAFCON_6fe11a087d844888b527cad1140070f4,,1632319308.836741,CYCLE_TIME
738,_result,0,0.0,300.0,81,RAFCON_6fe11a087d844888b527cad1140070f4,cycle,1632319308.860295,QA_PASS
739,_result,0,0.0,200.0,82,RAFCON_6fe11a087d844888b527cad1140070f4,,1632319308.8936625,CYCLE_START
740,_result,0,0.0,300.0,82,RAFCON_6fe11a087d844888b527cad1140070f4,step_1,1632319316.262221,QA_PASS
741,_result,0,0.0,300.0,82,RAFCON_6fe11a087d844888b527cad1140070f4,step_2,1632319320.6927376,QA_PASS
742,_result,0,0.0,102.0,82,RAFCON_6fe11a087d844888b527cad1140070f4,,1632319320.7810285,TASK_PAUSED
743,_result,0,851.0,103.0,82,RAFCON_6fe11a087d844888b527cad1140070f4,,1632319321.6146855,TASK_RESUMED
744,_result,0,0.0,301.0,82,RAFCON_6fe11a087d844888b527cad1140070f4,step_3,1632319324.746337,QA_FAIL
745,_result,0,0.0,201.0,82,RAFCON_6fe11a087d844888b527cad1140070f4,,1632319324.8019664,CYCLE_END
746,_result,0,15937.0,202.0,82,RAFCON_6fe11a087d844888b527cad1140070f4,,1632319324.8387241,CYCLE_TIME
747,_result,0,0.0,300.0,82,RAFCON_6fe11a087d844888b527cad1140070f4,cycle,1632319324.8637233,QA_PASS
748,_result,0,0.0,200.0,83,RAFCON_6fe11a087d844888b527cad1140070f4,,1632319324.9014957,CYCLE_START
